. ,FLAG_NM,CRTFC_NO_CN,AREA_NM,SAFE_CNSDR_ACT_AT,AGE_9_12,AGE_13_15,AGE_16_18,AGE_19_24,AGE_ETC,총 참여 인원,PROGRM_NM,INSTT_NM,VALID_PD_BEGIN_DE,VALID_PD_END_DE,OPER_STATE_NM,ADDR
823,활동,5588A08C-10239,대구광역시,N,0,0,7,0,0,7,꿈꿈가죽공방_가죽공예사 직업체험 프로그램,대구청소년창의센터 꿈&꿈,2021-10-13,2024-10-12,인증,대구광역시 남구 봉덕로 45 (봉덕동) 대구청소년창의센터
824,활동,1106A02A-10203,경상남도,N,20,0,0,0,0,20,카프라 챌린지,사천시청소년수련관,2021-10-13,2024-10-12,인증,경상남도 사천시 벌리동 문선4길 23 사천시청소년문화센터 (벌리동)
825,활동,1139B06F-10213,인천광역시,N,10,10,5,5,0,30,청소년의 유익한 시간활용을 위한 비대면 프로그램 '용돈드립니다',연수구청소년수련관,2021-10-13,2024-10-12,인증,인천광역시 연수구 앵고개로 132 (동춘동) 연수구청소년수련관
826,활동,0913F02B-09379,전라남도,N,0,216,0,0,0,216,우주과학캠프 학교단체(중학교 2박3일),국립청소년우주센터,2020-05-27,2024-09-26,인증,전남 고흥군 동일면 덕흥리 덕흥양쪽길 200
827,활동,1165B07F-07880,경기도,N,0,4,4,0,0,8,사진으로 홍보하시흥,시흥시청소년수련관,2018-09-19,2024-09-17,인증,경기도 시흥시 대야동 은행로 179 시흥시청소년수련관 (대야동)
828,활동,1636F02B-08652,경상북도,N,0,240,0,0,0,240,기본통합해양체험(중학교 1박2일),국립청소년해양센터,2019-09-18,2024-09-17,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
829,개별,0121G07C-MD0360,충청북도,N,0,0,80,0,0,80,차곡차곡 낚시(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
830,활동,5331A04F-08675,전라남도,Y,20,30,30,0,0,80,깨끗하고 아름다운 섬진강에서 다 함께 신나는 래프팅의 세계로~~,곡성군 청소년 야영장,2019-09-18,2024-09-17,인증,전라남도 곡성군 고달면 가정마을길 51 곡성군 청소년 야영장
831,활동,1636F02A-08651,경상북도,N,240,0,0,0,0,240,기초통합해양체험(초등학교 1박2일),국립청소년해양센터,2019-09-18,2024-09-17,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
832,개별,0121G04C-MD0380,충청북도,N,0,0,80,0,0,80,도전 X-10(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
833,개별,0121G07C-MD0379,충청북도,N,0,0,400,0,0,400,명랑운동회(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
834,활동,1636F02C-08669,경상북도,N,0,0,240,0,0,240,심화통합해양체험(고등학교 1박2일),국립청소년해양센터,2019-09-18,2024-09-17,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
835,개별,0121G07C-MD0362,충청북도,N,0,0,400,0,0,400,한마음 풍등만들기(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
836,개별,0121G07C-MD0361,충청북도,N,0,0,80,0,0,80,파이프라인(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
837,개별,0121G07C-MD0359,충청북도,N,0,0,80,0,0,80,스피드스태킹(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
838,활동,1015B09B-07910,전라북도,N,0,10,0,0,0,10,에코누리,효자청소년문화의집,2018-09-19,2024-09-17,인증,전북 전주시 완산구 효자동2가 205-6번지
839,활동,1537F07C-08663,경기도,N,0,0,270,0,0,270,학년수련활동(2박3일 고등학교),양주시청소년수련원,2019-09-18,2024-09-17,인증,경기도 양주시 덕계동 평화로1475번길 623 양주시청소년수련원
840,활동,3096A04A-08649,경기도,N,200,0,0,0,0,200,잣송이 힐링 체험,가평힐링캠프,2019-09-18,2024-09-17,인증,경기도 가평군 상면 임초리 161
841,개별,0121G07C-MD0358,충청북도,N,0,0,400,0,0,400,밤하늘 바라보기(고등학교),계룡산업(주)속리산유스타운,2019-09-18,2024-09-17,인증,충북 보은군 내속리면 상판리 3-8번지
842,활동,1613A07B-08670,경상북도,N,0,280,0,0,0,280,퇴계선생과 선비정신을 찾아서 - 중학교 1일 (280명),도산서원선비문화수련원,2019-09-18,2024-09-16,인증,경상북도 안동시 백운로 268 -6 (토계리 468-4)
843,활동,1613A07C-08659,경상북도,N,0,0,148,0,0,148,퇴계선생과 선비정신을 찾아서 - 고등학교 1일 (148명),도산서원선비문화수련원,2019-09-18,2024-09-16,인증,경상북도 안동시 백운로 268 -6 (토계리 468-4)
844,활동,1613A07C-08671,경상북도,N,0,0,300,0,0,300,퇴계선생과 선비정신을 찾아서 - 고등학교 1일 (300명),도산서원선비문화수련원,2019-09-18,2024-09-16,인증,경상북도 안동시 백운로 268 -6 (토계리 468-4)
845,활동,0618A07A-08657,서울특별시,N,100,0,0,0,0,100,"초등임원리더십 프로그램 ""리더십날개달기""",서울특별시성북청소년센터,2019-09-18,2024-09-16,인증,서울특별시 성북구 한천로 660-9 (장위동) 서울특별시성북청소년센터
846,활동,0736A08A-09587,경기도,N,15,0,0,0,0,15,청소년 목공프로그램 - 꿈트리 클래스,성남시중원청소년수련관,2020-09-16,2024-09-15,인증,경기 성남시 중원구 하대원동 240(공단로288)
847,활동,3203A06C-09628,강원도,N,0,0,40,0,0,40,"청소년 프로그램 활동 ""We make it better!""",양양군청소년수련관,2020-09-16,2024-09-15,인증,강원도 양양군 양양읍 복개길 23-2 양양군청소년수련관
849,활동,2180B05A-09624,충청남도,N,10,0,0,0,0,10,다(茶)랑 예(禮)랑,논산시청소년문화센터,2020-09-16,2024-09-15,인증,충청남도 논산시 논산대로 424 (지산동) 논산시청소년문화센터
850,활동,4661B01B-09581,경기도,N,0,15,0,0,0,15,청소년 스트레칭 'Smart Body',포천청소년문화의집,2020-09-16,2024-09-15,인증,경기도 포천시 왕방로 169 (신읍동) 포천청소년문화의집
851,활동,0984B08F-09605,충청남도,N,0,10,10,0,0,20,드림로드(바리스타 편),당진청소년문화의집,2020-09-16,2024-09-15,인증,충청남도 당진시 읍내동 38 당진청소년문화의집
852,활동,2180A06F-09625,충청남도,N,8,7,0,0,0,15,쓰레기 싹쓰리,논산시청소년문화센터,2020-09-16,2024-09-15,인증,충청남도 논산시 논산대로 424 (지산동) 논산시청소년문화센터
853,활동,4661A05A-09580,경기도,N,10,0,0,0,0,10,독도의 날 역사·문화 프로그램,포천청소년문화의집,2020-09-16,2024-09-15,인증,경기도 포천시 왕방로 169 (신읍동) 포천청소년문화의집
854,활동,1231B02A-09617,서울특별시,N,10,0,0,0,0,10,"소프트웨어로 배우는 역사 '코딩아,독립이 뭐니'",홍은청소년문화의집,2020-09-16,2024-09-15,인증,서울 서대문구 홍은동 8-150
855,활동,0736B05A-09607,경기도,N,20,0,0,0,0,20,중원창작공방,성남시중원청소년수련관,2020-09-16,2024-09-15,인증,경기 성남시 중원구 하대원동 240(공단로288)
856,활동,5313A05F-09633,광주광역시,N,0,4,4,0,0,8,청소년 Art School 퍼스널 컬러 '나 다움',광주광역시용봉청소년문화의집,2020-09-16,2024-09-15,인증,광주광역시 북구 비엔날레로 135 (용봉동) 광주광역시용봉청소년문화의집
857,활동,5551B04A-09619,인천광역시,N,70,0,0,0,0,70,"스스로지키는 안전! "" 생존수영"" (초등학교)",그로윈 스윔 아카데미,2020-09-16,2024-09-15,인증,인천광역시 서구 청라커낼로260번길 7-15 (청라동) 7층
858,활동,2180B07A-09626,충청남도,N,15,0,0,0,0,15,인성충전 C..F,논산시청소년문화센터,2020-09-16,2024-09-15,인증,충청남도 논산시 논산대로 424 (지산동) 논산시청소년문화센터
859,활동,0943B06F-09328,서울특별시,N,0,15,15,0,0,30,청소년멘토링봉사단 MVP,서울청소년센터,2020-04-29,2024-09-14,인증,서울 중구 수표동 27-2
860,활동,5197A05A-10129,경기도,N,30,0,0,0,0,30,화성역사탐방랜선으로 드루와! (화역랜드),누림청소년문화의집,2021-09-15,2024-09-14,인증,경기도 화성시 남양읍 시청로 155 모두누림센터
861,활동,1257B09A-10149,서울특별시,N,15,0,0,0,0,15,세계시민교육 SDGs13,서울시립 서대문청소년센터,2021-09-15,2024-09-14,인증,서울 서대문구 연희동 167-1
862,활동,1248B08F-10153,경기도,N,5,5,0,0,0,10,드론으로 나만의 영상 만들기,가평군청소년문화의집,2021-09-15,2024-09-14,인증,경기도 가평군 가평읍 문화로 120 가평군청소년문화의집
863,활동,5060B07A-10137,경기도,N,10,0,0,0,0,10,놀이가 공부가 되는 보드게임,연천군청소년문화의집,2021-09-15,2024-09-14,인증,경기도 연천군 전곡읍 전영로 11 연천군종합복지관 연천군청소년문화의집
864,활동,1139B07F-10136,인천광역시,N,0,0,10,10,0,20,청소년 창업 프로그램 'Y스타트업',연수구청소년수련관,2021-09-15,2024-09-14,인증,인천광역시 연수구 앵고개로 132 (동춘동) 연수구청소년수련관
865,활동,0913F02A-09378,전라남도,N,216,0,0,0,0,216,우주과학캠프 학교단체(초등학교 2박3일),국립청소년우주센터,2020-05-27,2024-09-14,인증,전남 고흥군 동일면 덕흥리 덕흥양쪽길 200
866,활동,5346A07F-08828,서울특별시,N,0,10,10,0,0,20,크레커(Creative Lego serious play changemaker) - 레고시리어스플레이를 활용한 체인지메이커 활동-,송파구립 잠실청소년센터,2019-11-13,2024-09-04,인증,서울특별시 송파구 올림픽로8길 22 (잠실동) 송파구립 잠실청소년센터
867,활동,4986B07F-08967,서울특별시,N,0,5,5,0,0,10,빛 담은 사진전,사단법인 비로자나청소년협회,2020-01-08,2024-09-02,인증,서울특별시 성북구 화랑로13길 17 (하월곡동) 비로자나청소년협회
868,활동,5204A09A-09406,광주광역시,N,20,0,0,0,0,20,같이 무돌길 걸을까,광주광역시각화청소년문화의집,2020-05-27,2024-08-28,인증,광주광역시 북구 각화대로 91 (각화동) 광주광역시각화청소년문화의집
869,활동,0071F07B-07808,충청북도,Y,0,400,0,0,0,400,청소년협동체험활동 한마음 WE캠프 (중학교1박2일),박달재수련원,2018-08-22,2024-08-20,인증,충북 제천시 봉양읍 원박리 967-1
870,활동,2982D07A-08623,경상남도,N,200,0,0,0,0,200,예절에 마중물을 붓자!,사)대한청소년문화체육진흥원 청림서당,2019-08-21,2024-08-20,인증,경상남도 하동군 청암면 묵계리 1633-1
871,활동,0932A05B-08646,충청남도,N,0,230,0,0,0,230,문화예술프로그램(중학교_당일),KT&G 상상마당 논산,2019-08-21,2024-08-20,인증,충남 논산시 상월면 한천리 68-7
872,활동,0071F07A-07807,충청북도,Y,400,0,0,0,0,400,청소년협동체험활동 한마음 WE 캠프(초등학교1박2일),박달재수련원,2018-08-22,2024-08-20,인증,충북 제천시 봉양읍 원박리 967-1
873,활동,0071F07C-07806,충청북도,Y,0,0,400,0,0,400,청소년협동체험활동 한마음 WE 캠프 (고등학교1박2일),박달재수련원,2018-08-22,2024-08-20,인증,충북 제천시 봉양읍 원박리 967-1
874,활동,1068B01A-07795,서울특별시,N,12,0,0,0,0,12,내 손으로 Grow food,시립화곡청소년센터,2018-08-22,2024-08-20,인증,서울특별시 강서구 곰달래로57가길 26 (화곡동) 시립화곡청소년센터
875,활동,0893D04C-08630,경상남도,Y,0,0,450,0,0,450,한울림2,남해청소년수련원,2019-08-21,2024-08-20,인증,경남 남해군 삼동면 금송리 119번지 남해청소년수련원
876,개별,0893G04C-MD0348,경상남도,N,0,0,450,0,0,450,남해금산등반(고등학교),남해청소년수련원,2019-08-21,2024-08-20,인증,경남 남해군 삼동면 금송리 119번지 남해청소년수련원
877,활동,0011F08B-09553,충청남도,N,0,450,0,0,0,450,진로나침반(중학교 1박2일),국립중앙청소년수련원,2020-08-19,2024-08-18,인증,충남 천안시 목천읍 교촌리 246-1
878,개별,5546G07C-MD0609,전라북도,N,0,0,120,0,0,120,도전다트(고등학교),무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
879,활동,4937A01A-09551,광주광역시,N,12,0,0,0,0,12,플레이 플로어볼 나이스샷~!,광주광역시원당산청소년문화의집,2020-08-19,2024-08-18,인증,광주광역시 광산구 장덕로96번길 15 (장덕동) 광주광역시원당산청소년문화의집
880,활동,0661A04B-09566,충청남도,Y,0,210,0,0,0,210,호연지기를 찾아서(중학교),부여군청소년수련원,2020-08-19,2024-08-18,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
881,활동,0053F08C-09572,경기도,Y,0,0,360,0,0,360,슬기로운 무봉생활 (고등학교 1박2일),평택시무봉산청소년수련원,2020-08-19,2024-08-18,인증,경기 평택시 진위면 동천리 681
882,활동,0106B08A-09556,울산광역시,N,15,0,0,0,0,15,꿈을 꾸는 어린 요리사 '꿈꾸어요',울산중구청소년문화의집,2020-08-19,2024-08-18,인증,울산광역시 중구 종가5길 15 (유곡동) 울산중구청소년문화의집
883,활동,4937A05A-09550,광주광역시,N,10,0,0,0,0,10,내 손안의 작은 악기,광주광역시원당산청소년문화의집,2020-08-19,2024-08-18,인증,광주광역시 광산구 장덕로96번길 15 (장덕동) 광주광역시원당산청소년문화의집
884,활동,0053F08C-09573,경기도,Y,0,0,360,0,0,360,슬기로운 무봉생활 (고등학교 2박3일),평택시무봉산청소년수련원,2020-08-19,2024-08-18,인증,경기 평택시 진위면 동천리 681
885,개별,5546G07C-MD0611,전라북도,N,0,0,120,0,0,120,헝거게임(고등학교),무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
886,활동,0661A04C-09567,충청남도,Y,0,0,225,0,0,225,호연지기를 찾아서(고등학교),부여군청소년수련원,2020-08-19,2024-08-18,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
887,활동,0661A04A-09565,충청남도,Y,180,0,0,0,0,180,호연지기를 찾아서(초등학교),부여군청소년수련원,2020-08-19,2024-08-18,인증,충청남도 부여군 충화면 가화리 313 부여군청소년수련원
888,활동,5546F07C-09576,전라북도,N,0,0,360,0,0,360,무주덕유산 상상(相上)캠프Ⅲ -고등학교 1박2일-,무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
889,개별,5546G07B-MD0608,전라북도,N,0,120,0,0,0,120,도전다트(중학교),무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
890,활동,5313B05F-09559,광주광역시,N,6,6,0,0,0,12,"나무야, 친구야",광주광역시용봉청소년문화의집,2020-08-19,2024-08-18,인증,광주광역시 북구 비엔날레로 135 (용봉동) 광주광역시용봉청소년문화의집
891,활동,1636A02B-09563,경상북도,N,0,200,0,0,0,200,찾아가는해양활동(중학교),국립청소년해양센터,2020-08-19,2024-08-18,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
892,활동,5546F07B-09577,전라북도,N,0,360,0,0,0,360,무주덕유산 상상(相上)캠프Ⅱ -중학교 2박3일-,무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
893,활동,5546F07B-09575,전라북도,N,0,360,0,0,0,360,무주덕유산 상상(相上)캠프Ⅳ -중학교 1박2일-,무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
894,개별,5546G07B-MD0612,전라북도,N,0,360,0,0,0,360,힐링요가(중학교),무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
895,활동,4661A05B-09574,경기도,N,0,20,0,0,0,20,청소년 문화유산 재창조 프로그램 '역사창의 메이커스',포천청소년문화의집,2020-08-19,2024-08-18,인증,경기도 포천시 왕방로 169 (신읍동) 포천청소년문화의집
896,활동,5546F07C-09578,전라북도,N,0,0,360,0,0,360,무주덕유산 상상(相上)캠프Ⅰ -고등학교 2박3일-,무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
897,개별,5546G07C-MD0613,전라북도,N,0,0,360,0,0,360,힐링요가(고등학교),무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
898,개별,5546G07B-MD0610,전라북도,N,0,120,0,0,0,120,헝거게임(중학교),무주덕유산 유스타운,2020-08-19,2024-08-18,인증,전라북도 무주군 설천면 만선로 185 무주덕유산 유스타운
899,활동,1257A05A-10109,서울특별시,N,20,0,0,0,0,20,역사지식함양 프로그램 '역사골든벨',서울시립 서대문청소년센터,2021-08-18,2024-08-17,인증,서울 서대문구 연희동 167-1
900,활동,0412A10F-10087,서울특별시,N,5,10,0,0,0,15,청소년 민주시민 프로그램 「민주야~ 놀자!」,사당청소년문화의집,2021-08-18,2024-08-17,인증,서울특별시 동작구 사당로23길 57-7 (사당동) 사당청소년문화의집
901,활동,5207F07B-10117,충청북도,N,0,150,0,0,0,150,협동 한마음 호암캠프 (중학교-2박3일),충주시청소년수련원,2021-08-18,2024-08-17,인증,충청북도 충주시 중원대로 3324 (호암동) 충주시청소년수련원
902,활동,5197B03F-10082,경기도,N,0,40,50,0,0,90,청소년참여자치기구 민주시민 역량 강화 프로그램,누림청소년문화의집,2021-08-18,2024-08-17,인증,경기도 화성시 남양읍 시청로 155 모두누림센터
903,활동,0924A07C-05969,충청북도,N,0,0,20,0,0,20,마음 따뜻한 활동 - 기부,옥천군청소년수련관,2016-08-17,2024-08-15,인증,충북 옥천군 옥천읍 동부로 39 (문정리 424-1)
904,활동,2816B04A-08727,충청남도,N,10,0,0,0,0,10,토요 클라이밍,예산군청소년수련관,2019-10-16,2024-08-13,인증,충청남도 예산군 예산읍 벚꽃로 214-17 예산군청소년수련관
905,활동,0249B09A-09546,부산광역시,N,20,0,0,0,0,20,"자연과 즐기는 웰빙, 꽃내음·풀내음",부산중구청소년문화의집,2020-07-22,2024-07-31,인증,부산 중구 보수동2가 64-1번지
906,활동,1034B08B-07757,부산광역시,N,0,25,0,0,0,25,"청소년 영상제작활동을 통한 꿈 찾기 프로젝트 ""두리번~Dream On~!!""",부산광역시양정청소년수련관,2018-07-25,2024-07-24,인증,부산 부산진구 양정2동 260-5번지 부산광역시양정청소년수련관
907,활동,0218F07C-08611,충청남도,N,0,0,400,0,0,400,"우리들의 모든날, 모든순간(고등학교 3박4일)",서해안청소년수련원,2019-07-24,2024-07-23,인증,충청남도 서산시 운산면 봉운로 951-125 서해안청소년수련원
908,활동,0431A02A-08618,경상남도,N,10,0,0,0,0,10,텔로 드론코딩,김해청소년문화의집,2019-07-24,2024-07-23,인증,경남 김해시 구산동 93-4 김해청소년문화의집
909,활동,0928D07A-07770,전라북도,N,120,0,0,0,0,120,청정 임원수련활동(초등학생),청정청소년수련원(청정테마힐링센터),2018-07-25,2024-07-23,인증,전북 완주군 구이면 장미로 31
910,활동,0066B08A-07759,서울특별시,N,10,0,0,0,0,10,헌법제1조,서울시립 창동청소년센터,2018-07-25,2024-07-23,인증,서울 도봉구 창동 1-6 서울특별시립 창동청소년수련관
911,활동,0224D09C-08590,강원도,N,0,0,300,0,0,300,우리가 만드는 숲으로(고등학교 2박3일),국립횡성숲체원,2019-07-24,2024-07-23,인증,강원도 횡성군 둔내면 청태산로 777 국립횡성숲체원
912,활동,1636D09F-08598,경상북도,Y,40,40,20,0,70,170,청소년가족 바다꿈 축제,국립청소년해양센터,2019-07-24,2024-07-23,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
913,활동,0071F07B-07779,충청북도,Y,0,400,0,0,0,400,청소년협동체험활동한마음O캠프(중등),박달재수련원,2018-07-25,2024-07-23,인증,충북 제천시 봉양읍 원박리 967-1
914,활동,0071F07C-07778,충청북도,Y,0,0,400,0,0,400,청소년협동체험활동한마음O캠프(고등),박달재수련원,2018-07-25,2024-07-23,인증,충북 제천시 봉양읍 원박리 967-1
915,활동,0071F07A-07780,충청북도,Y,400,0,0,0,0,400,청소년협동체험활동한마음O캠프(초등),박달재수련원,2018-07-25,2024-07-23,인증,충북 제천시 봉양읍 원박리 967-1
916,활동,0218F07C-08610,충청남도,N,0,0,400,0,0,400,더 하나 되기(고등학교 2박3일),서해안청소년수련원,2019-07-24,2024-07-23,인증,충청남도 서산시 운산면 봉운로 951-125 서해안청소년수련원
917,활동,0928F04B-07768,전라북도,Y,0,350,0,0,0,350,청정 익스트림 레저활동,청정청소년수련원(청정테마힐링센터),2018-07-25,2024-07-23,인증,전북 완주군 구이면 장미로 31
918,개별,1578G07B-MD0337,전라남도,N,0,320,0,0,0,320,내집디자인하기(중학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
919,개별,1578G07C-MD0336,전라남도,N,0,0,320,0,0,320,마음콘서트(고등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
920,개별,1578G07B-MD0325,전라남도,N,0,320,0,0,0,320,마음은 어디에(중학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
921,개별,1578G07A-MD0332,전라남도,N,320,0,0,0,0,320,마음아 놀자 공동체 활동(초등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
922,개별,1578G07C-MD0338,전라남도,N,0,0,320,0,0,320,마음은 어디에(명상)(고등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
923,개별,1578G07A-MD0326,전라남도,N,320,0,0,0,0,320,세움 도미노(초등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
924,개별,1578G07B-MD0333,전라남도,N,0,320,0,0,0,320,마음아 놀자 공동체 활동(중학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
925,개별,1578G07C-MD0329,전라남도,N,0,0,320,0,0,320,팀파워 포커스마인드(고등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
926,개별,1578G07C-MD0328,전라남도,N,0,0,320,0,0,320,세움 도미노(고등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
927,개별,1578G07C-MD0340,전라남도,N,0,0,320,0,0,320,브레이크 연속부절(고등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
928,개별,1578G07C-MD0334,전라남도,N,0,0,320,0,0,320,마음아 놀자 공동체 활동(고등학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
929,개별,1578G07B-MD0335,전라남도,N,0,320,0,0,0,320,마음콘서트(중학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
930,개별,1578G07B-MD0327,전라남도,N,0,320,0,0,0,320,세움 도미노(중학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
931,개별,1578G07B-MD0339,전라남도,N,0,320,0,0,0,320,브레이크 연속부절(중학교),사)삼동청소년회완도청소년수련원,2019-07-24,2024-07-22,인증,전라남도 완도군 군외면 청해진북로 556-94 완도청소년수련원
932,활동,5490A09B-09516,경상북도,N,0,40,0,0,0,40,맑은 길(청도淸道) 숲캠프,국립청도숲체원,2020-07-22,2024-07-21,인증,경상북도 청도군 운문면 운문로 755 국립청도숲체원
933,활동,1016B06F-09534,충청남도,N,0,10,10,0,0,20,우리가만들어가요,홍성군청소년수련관,2020-07-22,2024-07-21,인증,충청남도 홍성군 홍성읍 문화로33번길 33 홍성군청소년수련관
934,개별,0011G07C-MD0593,충청남도,N,0,0,60,0,0,60,언어보이스2(고등학교),국립중앙청소년수련원,2020-07-22,2024-07-21,인증,충남 천안시 목천읍 교촌리 246-1
935,활동,0339A09F-09498,경기도,N,0,7,3,0,0,10,신나는 업사이클링 '신나링',부천시청소년수련관,2020-07-22,2024-07-21,인증,경기도 부천시 장말로 107 (상동) 부천시청소년수련관
936,개별,0011G07B-MD0592,충청남도,N,0,60,0,0,0,60,언어마블2(중학교),국립중앙청소년수련원,2020-07-22,2024-07-21,인증,충남 천안시 목천읍 교촌리 246-1
937,활동,0339A01A-09526,경기도,N,25,0,0,0,0,25,성별 고정관념 개선 프로그램,부천시청소년수련관,2020-07-22,2024-07-21,인증,경기도 부천시 장말로 107 (상동) 부천시청소년수련관
938,활동,0536B05A-09542,대전광역시,N,10,0,0,0,0,10,3D펜공작소,대흥동청소년문화의집,2020-07-22,2024-07-21,인증,대전광역시 중구 대흥로 128 (대흥동) 대흥동청소년문화의집
939,활동,0011F10A-09507,충청남도,N,360,0,0,0,0,360,NYC 놀이터(초등학교 2박3일),국립중앙청소년수련원,2020-07-22,2024-07-21,인증,충남 천안시 목천읍 교촌리 246-1
940,활동,0011F10A-09506,충청남도,N,360,0,0,0,0,360,NYC 놀이터(초등학교 1박2일),국립중앙청소년수련원,2020-07-22,2024-07-21,인증,충남 천안시 목천읍 교촌리 246-1
941,활동,0323A05C-09535,서울특별시,N,0,0,15,0,0,15,벽화에 아트를 더하다,용산청소년수련관,2020-07-22,2024-07-21,인증,서울특별시 용산구 이촌로71길 24 (이촌동) 용산청소년수련관
942,활동,5535B04A-09548,부산광역시,N,78,0,0,0,0,78,"수상안전과 ""생존수영""",제이앤피수영장,2020-07-22,2024-07-21,인증,부산광역시 해운대구 센텀2로 10 (우동) 지하 1층
943,활동,4644A09A-09541,경기도,N,40,0,0,0,0,40,어린이탐험가,퍼스트가든,2020-07-22,2024-07-21,인증,경기도 파주시 탑삭골길 260 (상지석동) 2동 1층 퍼스트 가든
944,활동,1136A07A-09499,서울특별시,N,20,0,0,0,0,20,꽃으로도 때리면 안돼요,서울시립은평청소년센터,2020-07-22,2024-07-21,인증,서울 은평구 응암동 백련산로 4길 16(응암동 산6-46)
945,활동,0639A01F-09533,강원도,N,3,17,0,0,0,20,든든한 안전교육,춘천시청소년수련관,2020-07-22,2024-07-21,인증,"강원 춘천시 효자2동 126-3번지, 춘천시 청소년 수련관 꿈마루"
946,개별,0011G07C-MD0594,충청남도,N,0,0,60,0,0,60,언어마블_심화(고등학교),국립중앙청소년수련원,2020-07-22,2024-07-21,인증,충남 천안시 목천읍 교촌리 246-1
947,활동,5261B01A-09539,경기도,N,60,0,0,0,0,60,생존수영,써브마린,2020-07-22,2024-07-20,인증,경기도 용인시 기흥구 구성로 357 (청덕동) G-E202 D동 지하2층 써브마린수영장
948,활동,1476B07F-10066,경상북도,N,3,7,0,0,0,10,청소년자기이해프로그램 '심(心)청(聽)이‘,안동청소년문화센터,2021-07-21,2024-07-20,인증,경북 안동시 태화동 401∼1000 628-9 안동청소년문화센터(청소년방과후아카데미)
