. ,FLAG_NM,CRTFC_NO_CN,AREA_NM,SAFE_CNSDR_ACT_AT,FULL_AGE9_12_TRGET_NMPR_CN,FULL_AGE13_15_TRGET_NMPR_CN,FULL_AGE16_18_TRGET_NMPR_CN,FULL_AGE19_24_TRGET_NMPR_CN,TRGET_AGE_ETC_NMPR_CN,TOT_TRGET_NMPR_CN,PROGRM_NM,INSTT_NM,VALID_PD_BEGIN_DE,VALID_PD_END_DE,OPER_STATE_NM,ADDR
979,활동,2590A07B-09464,울산광역시,N,0명,20명,0명,0명,0명,20명,청소년관계형성 프로젝트 '만반잘부' (만나서 반갑습니다. 잘 부탁드립니다),울산광역시 남구 문수청소년문화의집,20200624,20240623,인증,울산광역시 남구 북부순환도로 45 (무거동) 3층 301호
980,활동,2271B08A-09451,인천광역시,N,20명,0명,0명,0명,0명,20명,경제교육 '경제가 머니?',미추홀구청소년수련관,20200624,20240622,인증,인천광역시 미추홀구 경인로42번길 23 (숭의동) 미추홀구청소년수련관
981,활동,2363B09F-10008,경기도,N,5명,15명,0명,0명,0명,20명,하천지킴이,유림청소년문화의집,20210623,20240622,인증,경기 용인시 처인구 유방동 288-1
982,활동,4445A09A-10009,경기도,N,20명,0명,0명,0명,0명,20명,내 손으로 만드는 공원,토당청소년수련관,20210623,20240622,인증,경기도 고양시 덕양구 중앙로633번길 25 (토당동) 토당청소년수련관
983,활동,1139B04A-10002,인천광역시,N,25명,0명,0명,0명,0명,25명,생존교육 '생존의 법칙',연수구청소년수련관,20210623,20240622,인증,인천광역시 연수구 앵고개로 132 (동춘동) 연수구청소년수련관
984,활동,1093A05B-10028,인천광역시,N,0명,10명,0명,0명,0명,10명,Plan Seed,동구청소년수련관,20210623,20240622,인증,인천 동구 송림2동 56-1 동구청소년수련관
985,활동,4406D07C-10018,충청북도,N,0명,0명,200명,0명,0명,200명,다울찬캠프(고등학교1박2일),음성군청소년수련원,20210623,20240622,인증,충청북도 음성군 생극면 차생로 310-89 음성군청소년수련원
986,활동,4406D07B-10017,충청북도,N,0명,200명,0명,0명,0명,200명,다울찬 캠프(중학교1박2일),음성군청소년수련원,20210623,20240622,인증,충청북도 음성군 생극면 차생로 310-89 음성군청소년수련원
987,활동,4406D07A-10016,충청북도,N,200명,0명,0명,0명,0명,200명,다울찬 캠프(초등학교 1박2일),음성군청소년수련원,20210623,20240622,인증,충청북도 음성군 생극면 차생로 310-89 음성군청소년수련원
988,활동,0089A07A-10027,서울특별시,N,15명,0명,0명,0명,0명,15명,우리집 공기를 부탁해!_공기정화식물 활용편,시립보라매청소년센터,20210623,20240622,인증,서울 동작구 신대방동 395
989,활동,1109B08B-09453,인천광역시,N,0명,16명,0명,0명,0명,16명,나만의 소중'함' 만들기 (목공으로 필함 만들기),부평구청소년수련관,20200624,20240622,인증,인천 부평구 삼산동 458-2
990,활동,0924A07C-05847,충청북도,N,0명,0명,20명,0명,0명,20명,상업성 Day를 활용한 청소년 나눔과 배려 활동,옥천군청소년수련관,20160615,20240613,인증,충북 옥천군 옥천읍 동부로 39 (문정리 424-1)
991,활동,5385D07F-08823,서울특별시,N,0명,25명,0명,0명,25명,50명,모녀힐링캠프,(재)원불교 봉도청소년수련원,20191113,20240610,인증,서울특별시 강북구 삼양로181길 68-8 (우이동) 봉도청소년수련원
992,개별,3236G10C-MD0293,경상북도,N,0명,0명,170명,0명,0명,170명,고등학교 OPS공예,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
993,개별,3236G10A-MD0285,경상북도,N,170명,0명,0명,0명,0명,170명,[초등학교 셀프리더십] 나로말할 것 같으면,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
994,개별,3236G10B-MD0289,경상북도,N,0명,170명,0명,0명,0명,170명,중학교 스포츠스태킹,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
995,활동,0932A05A-08525,충청남도,N,230명,0명,0명,0명,0명,230명,문화예술프로그램(초등학교_당일),KT&G 상상마당 논산,20190529,20240528,인증,충남 논산시 상월면 한천리 68-7
996,활동,1636F02C-08516,경상북도,N,0명,0명,292명,0명,0명,292명,심화통합해양활동,국립청소년해양센터,20190529,20240528,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
997,활동,4117F07C-07567,경상북도,N,0명,0명,300명,0명,0명,300명,하품캠프2박3일,문경관광진흥공단,20180530,20240528,인증,경상북도 문경시 매봉로 65 (모전동) 3층 점촌5동 주민센터
998,활동,4117F07C-07583,경상북도,N,0명,0명,300명,0명,0명,300명,하품캠프1박2일,문경관광진흥공단,20180530,20240528,인증,경상북도 문경시 매봉로 65 (모전동) 3층 점촌5동 주민센터
999,개별,3236G10C-MD0287,경상북도,N,0명,0명,170명,0명,0명,170명,[고등학교 셀프리더십] 나로 말할 것 같으면,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1000,개별,3236G10B-MD0286,경상북도,N,0명,170명,0명,0명,0명,170명,[중학교 셀프리더십] 나로말할 것 같으면,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1001,개별,3236G10C-MD0290,경상북도,N,0명,0명,170명,0명,0명,170명,고등학교 스포츠스태킹,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1002,활동,0959F07A-08518,경기도,N,400명,0명,0명,0명,0명,400명,수련활동 '신나고'(초등학교 - 2박3일),너리굴문화마을엄마청소년수련원,20190529,20240528,인증,경기 안성시 보개면 신장리 63-1 너리굴문화마을
1003,활동,0613F04B-07602,경기도,Y,0명,400명,0명,0명,0명,400명,렛츠고! 한마음캠프(중학생 2박3일),한마음청소년수련원,20180530,20240528,인증,경기도 양주시 어둔동 버들로 147-142 천주교의정부제5교구한마음연수원 한마음청소년수련원
1004,개별,3236G10B-MD0292,경상북도,N,0명,170명,0명,0명,0명,170명,중학교 OPS공예,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1005,개별,3236G10A-MD0288,경상북도,N,170명,0명,0명,0명,0명,170명,초등학교 스포츠스태킹,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1006,개별,3236G10A-MD0291,경상북도,N,170명,0명,0명,0명,0명,170명,초등학교 OPS공예,안동시청소년수련원,20190529,20240528,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1007,활동,0613F04F-07601,경기도,Y,0명,400명,0명,0명,0명,400명,렛츠고! 한마음캠프(중학생 1박2일),한마음청소년수련원,20180530,20240528,인증,경기도 양주시 어둔동 버들로 147-142 천주교의정부제5교구한마음연수원 한마음청소년수련원
1008,활동,0524D04F-08500,경상남도,Y,100명,100명,0명,0명,0명,200명,"여름캠프""바다야놀자""(1박2일)",통영시청소년수련원,20190529,20240528,인증,경상남도 통영시 발개로 194 (도남동) 통영시청소년수련원
1009,활동,0524D04F-08501,경상남도,Y,100명,100명,0명,0명,0명,200명,"여름캠프""바다야놀자""(2박3일)",통영시청소년수련원,20190529,20240528,인증,경상남도 통영시 발개로 194 (도남동) 통영시청소년수련원
1010,활동,4406A01A-08513,충청북도,N,80명,0명,0명,0명,0명,80명,수상안전(생존수영)프로그램,음성군청소년수련원,20190529,20240528,인증,충청북도 음성군 생극면 차생로 310-89 음성군청소년수련원
1011,활동,4301B09B-09396,경상북도,N,0명,40명,0명,0명,0명,40명,작은아이 숲을 꿈꾸다,국립산림치유원,20200527,20240526,인증,경상북도 영주시 봉현면 테라피로 209 건강증진센터 사무동
1012,활동,1826B05A-09393,강원도,N,15명,0명,0명,0명,0명,15명,세계로 떠나는 요리여행,동해시 향로청소년문화의집,20200527,20240526,인증,강원 동해시 발한동 1∼127 95-1 향로청소년문화의집
1013,활동,0494A05A-09376,울산광역시,N,15명,0명,0명,0명,0명,15명,나라사랑 태극기 디폼교실,울산동구청소년문화의집,20200527,20240526,인증,울산광역시 동구 봉수로 155 (화정동) 동구청소년문화의집
1014,활동,2800A05A-09432,충청남도,N,20명,0명,0명,0명,0명,20명,독립운동학교,천안시태조산청소년수련관,20200527,20240526,인증,충남 천안시 동남구 유량동 6번지 천안시태조산청소년수련관
1015,활동,1231B01B-09375,서울특별시,N,0명,15명,0명,0명,0명,15명,우리마을 보행안전관리,홍은청소년문화의집,20200527,20240526,인증,서울 서대문구 홍은동 8-150
1016,활동,4375A01B-09431,전라남도,N,0명,28명,0명,0명,0명,28명,홍길동 서바이벌 활쏘기,장성군청소년수련관,20200527,20240526,인증,전라남도 장성군 장성읍 문화로 110 장성군청소년수련관
1017,활동,4230B06A-09435,경상남도,N,10명,0명,0명,0명,0명,10명,함께 Green(그린) 아라가야!,함안군청소년수련관,20200527,20240526,인증,경상남도 함안군 가야읍 말산리 156-1
1018,활동,0144B01A-09419,대구광역시,N,12명,0명,0명,0명,0명,12명,"리더십 향상 프로그램 ""풋살의 민족""",수성구청소년수련관,20200527,20240526,인증,대구광역시 수성구 청수로45길 100 (황금동) 수성구청소년수련관
1019,활동,3348D08B-09430,전라북도,N,0명,30명,0명,0명,0명,30명,"청소년진로캠프""꿈너머꿈""",익산시청소년수련관,20200527,20240526,인증,전라북도 익산시 어양동 54-6 익산시청소년수련관 (동서로 476-21)
1020,활동,5501B01A-09401,전라남도,N,40명,0명,0명,0명,0명,40명,생존 수영교육(초등학교 2일),사단법인 에듀펀플러스,20200527,20240526,인증,전라남도 순천시 선암1길 5
1021,활동,0144A10A-09420,대구광역시,N,30명,0명,0명,0명,0명,30명,잡(JOB)스(스포츠)러운 이야기,수성구청소년수련관,20200527,20240526,인증,대구광역시 수성구 청수로45길 100 (황금동) 수성구청소년수련관
1022,활동,2800A05A-09433,충청남도,N,20명,0명,0명,0명,0명,20명,어사박문수학교,천안시태조산청소년수련관,20200527,20240526,인증,충남 천안시 동남구 유량동 6번지 천안시태조산청소년수련관
1023,활동,0144A08B-09421,대구광역시,N,0명,20명,0명,0명,0명,20명,"재활용 NO, 새활용OK 쓰임의 재발견 - 업사이클링 디자이너",수성구청소년수련관,20200527,20240526,인증,대구광역시 수성구 청수로45길 100 (황금동) 수성구청소년수련관
1024,개별,0011G10A-MD0567,충청남도,N,350명,0명,0명,0명,0명,350명,언어구슬(초등학교),국립중앙청소년수련원,20200527,20240526,인증,충남 천안시 목천읍 교촌리 246-1
1025,개별,0011G07C-MD0569,충청남도,N,0명,0명,60명,0명,0명,60명,언어보이스(고등학교),국립중앙청소년수련원,20200527,20240526,인증,충남 천안시 목천읍 교촌리 246-1
1026,활동,2321A08B-09358,경상남도,N,0명,28명,0명,0명,0명,28명,청소년휴카페와 함께하는 바리스타 체험,사천청소년문화의집,20200527,20240526,인증,경상남도 사천시 사천읍 선평길 29 사천청소년문화의집
1027,활동,5424A01A-09368,서울특별시,N,60명,0명,0명,0명,0명,60명,(용인동백센터) 바운스 프로그램,바운스,20200527,20240526,인증,경기도 용인시 처인구 모현읍 오산로13번길 46 1동 1층
1028,활동,5424A01A-09369,서울특별시,N,90명,0명,0명,0명,0명,90명,(죽전센터)바운스 프로그램,바운스,20200527,20240526,인증,경기도 용인시 처인구 모현읍 오산로13번길 46 1동 1층
1029,활동,5424A01A-09367,서울특별시,N,60명,0명,0명,0명,0명,60명,(반포 센터) 바운스 프로그램,바운스,20200527,20240526,인증,경기도 용인시 처인구 모현읍 오산로13번길 46 1동 1층
1030,활동,2669D01F-09350,경기도,N,0명,66명,66명,0명,0명,132명,"축구선수 체험활동(중,고등학교)",(주)축구마을,20200527,20240526,인증,경기 포천시 이동면 노곡리 1145-38
1031,활동,0610F07C-09341,부산광역시,N,0명,0명,200명,0명,0명,200명,리더의 품격(고등학교 1박2일),부산관광공사아르피나,20200527,20240526,인증,부산 해운대구 우동 1417 부산유스호스텔 아르피나
1032,활동,0786A04A-09422,서울특별시,N,20명,0명,0명,0명,0명,20명,"FIN을 이용한 구조수영 "" 유스나루 생존 클라쓰""",시립마포청소년센터,20200527,20240526,인증,서울 마포구 성산동 368-1 마포청소년수련관
1033,활동,0748B07A-09351,경기도,N,30명,0명,0명,0명,0명,30명,경제체험교실,화성시청소년수련관,20200527,20240526,인증,경기도 화성시 태안로 145 (병점동) 화성시청소년수련관
1034,개별,0011G07B-MD0568,충청남도,N,0명,60명,0명,0명,0명,60명,언어마블(중학교),국립중앙청소년수련원,20200527,20240526,인증,충남 천안시 목천읍 교촌리 246-1
1035,활동,1015A06F-08990,전라북도,N,0명,5명,5명,0명,0명,10명,우리동네 폴리스,효자청소년문화의집,20200205,20240525,인증,전북 전주시 완산구 효자동2가 205-6번지
1036,활동,1139B08F-09989,인천광역시,N,0명,8명,7명,0명,0명,15명,청소년 미래적성분석 프로그램 ”문득!“,연수구청소년수련관,20210526,20240525,인증,인천광역시 연수구 앵고개로 132 (동춘동) 연수구청소년수련관
1037,활동,1015A06C-09105,전라북도,N,0명,0명,10명,0명,0명,10명,클린월드,효자청소년문화의집,20200304,20240515,인증,전북 전주시 완산구 효자동2가 205-6번지
1038,활동,1697B07A-08690,경상남도,N,16명,0명,0명,0명,0명,16명,왼손 오른손 스포츠스태킹,거창군청소년수련관,20191016,20240515,인증,경상남도 거창군 거창읍 교촌길 100-30 거창군청소년수련관
1039,활동,2397A01F-08758,전라남도,N,0명,25명,15명,0명,0명,40명,안전으로 가는길,구례군청소년문화의집,20191016,20240515,종료,전남 구례군 구례읍 봉동리 115-3
1040,활동,1015A05C-08991,전라북도,N,0명,0명,20명,0명,0명,20명,힐링워킹,효자청소년문화의집,20200205,20240504,인증,전북 전주시 완산구 효자동2가 205-6번지
1041,활동,4938F04A-08460,인천광역시,N,300명,0명,0명,0명,0명,300명,꿈벅꿈벅 (꿈으로 벅차오르다) - 초등학교 1박2일 -,신화유스호스텔,20190501,20240430,인증,인천광역시 강화군 하점면 창후로288번길 52 신화유스호스텔
1042,활동,4938F04B-08461,인천광역시,N,0명,300명,0명,0명,0명,300명,꿈을 향해 별이 되어라 - 중학교 1박2일 -,신화유스호스텔,20190501,20240430,인증,인천광역시 강화군 하점면 창후로288번길 52 신화유스호스텔
1043,활동,4117F07B-07521,경상북도,N,0명,300명,0명,0명,0명,300명,아자캠프2박3일,문경관광진흥공단,20180502,20240430,인증,경상북도 문경시 매봉로 65 (모전동) 3층 점촌5동 주민센터
1044,활동,3972D07A-07537,충청남도,N,300명,0명,0명,0명,0명,300명,청소년 인성캠프 마음빼기명상(6박 7일 초등학교),(주)전인교육,20180502,20240430,인증,충청남도 논산시 상월면 계룡산로 526-2 1층
1045,활동,5212A07B-08465,대전광역시,N,0명,45명,0명,0명,0명,45명,"렛츠 고, 렛츠 클라임 (중학교)",한국등산트레킹지원센터,20190501,20240430,인증,대전광역시 대덕구 신상로 67 (비래동) 한국등산트레킹지원센터 2층
1046,활동,3972D07B-07538,충청남도,N,0명,150명,0명,0명,0명,150명,청소년인성캠프 마음빼기명상(6박7일 중학교),(주)전인교육,20180502,20240430,인증,충청남도 논산시 상월면 계룡산로 526-2 1층
1047,개별,3236G10A-MD0283,경상북도,N,170명,0명,0명,0명,0명,170명,초등학교 하회엔티어링,안동시청소년수련원,20190501,20240430,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1048,활동,4117F07B-07520,경상북도,N,0명,300명,0명,0명,0명,300명,아자캠프1박2일,문경관광진흥공단,20180502,20240430,인증,경상북도 문경시 매봉로 65 (모전동) 3층 점촌5동 주민센터
1049,활동,5212A07C-08466,대전광역시,N,0명,0명,45명,0명,0명,45명,"렛츠 고, 렛츠 클라임(고등학교)",한국등산트레킹지원센터,20190501,20240430,인증,대전광역시 대덕구 신상로 67 (비래동) 한국등산트레킹지원센터 2층
1050,활동,5212A07A-08464,대전광역시,N,45명,0명,0명,0명,0명,45명,"렛츠 고, 렛츠 클라임 (초등학교)",한국등산트레킹지원센터,20190501,20240430,인증,대전광역시 대덕구 신상로 67 (비래동) 한국등산트레킹지원센터 2층
1051,활동,0932E04F-08478,충청남도,Y,0명,8명,8명,4명,0명,20명,트레커스(Trekkers),KT&G 상상마당 논산,20190501,20240430,인증,충남 논산시 상월면 한천리 68-7
1052,활동,1019D02F-08467,경상남도,Y,150명,150명,0명,0명,0명,300명,"월성 과학 캠프 (초,중학교)",거창군월성청소년수련원,20190501,20240430,인증,경남 거창군 북상면 월성리 1608번지
1053,활동,1979F07C-08459,인천광역시,N,0명,0명,200명,0명,0명,200명,학교를 가꾸는 사람들 Ⅲ(고등학교 1박 2일),그레이스힐청소년수련원,20190501,20240429,인증,인천광역시 강화군 길상면 선두리 851-7 (해안남로 842-10)
1054,활동,0981B01C-08447,경기도,N,0명,0명,12명,0명,0명,12명,청소년안전활동기획단'호루라기',시흥시꾸미청소년문화의집,20190501,20240429,인증,경기 시흥시 정왕3동 1866-1 정왕3동주민자치센터2층
1055,활동,1636D04C-09249,경상북도,Y,0명,0명,50명,0명,0명,50명,중급 다이버 캠프,국립청소년해양센터,20200429,20240428,인증,경북 영덕군 영덕읍 창포리 국립청소년해양센터
1056,활동,2303A02A-09324,서울특별시,N,20명,0명,0명,0명,0명,20명,신나라 과학나라,시립강동청소년센터,20200429,20240428,인증,서울특별시 강동구 강일동 665-2
1057,활동,0361A05A-09258,울산광역시,N,10명,0명,0명,0명,0명,10명,미래를 JOB아라! 공예메이커,남목청소년문화의집,20200429,20240428,인증,울산광역시 동구 남목9길 13 남목청소년문화의집 남목청소년문화의집
1058,활동,0103A07F-09255,대전광역시,N,3명,3명,0명,0명,6명,12명,우리가족 행복 이야기,도솔청소년문화의집,20200429,20240428,인증,대전 서구 도마동 426번지 도솔청소년문화의집
1059,활동,3568A10A-09274,대구광역시,N,50명,0명,0명,0명,0명,50명,"청소년창의힐링프로그램 ""오늘은 소풍 가는 날""",수성구청소년수련원,20200429,20240428,인증,대구광역시 수성구 진밭길 409 수성구청소년수련원 .
1060,활동,3324B08B-09252,대구광역시,N,0명,20명,0명,0명,0명,20명,드림캐쳐(Dream Catcher),달성군청소년문화의집,20200429,20240428,인증,대구광역시 달성군 가창면 용계1리 84번지 달성군청소년문화의집
1061,활동,5412B02B-09313,경기도,N,0명,14명,0명,0명,0명,14명,전기전자 어서와,고촌청소년문화의집,20200429,20240428,인증,경기도 김포시 고촌읍 은행영사정로23번길 52-15 3층 고촌청소년문화의집
1062,활동,5406A05A-09261,인천광역시,N,10명,0명,0명,0명,0명,10명,나만의 드론 만들러 가좌,가좌청소년센터,20200429,20240428,인증,인천광역시 서구 원적로7번길 12 (가좌동) 가좌청소년센터
1063,활동,2321A08B-09278,경상남도,N,0명,10명,0명,0명,0명,10명,제과제빵에 대해 더 자세히 더 안전하게 더 깨끗하게(더!더!더!),사천청소년문화의집,20200429,20240428,인증,경상남도 사천시 사천읍 선평길 29 사천청소년문화의집
1064,활동,1163A07A-09337,전라북도,N,15명,0명,0명,0명,0명,15명,창의력쑥쑥! 자신감뿜뿜! 신기한 마술나라,정읍시청소년문화체육관,20200429,20240428,인증,전북 정읍시 상동 274-9번지 청소년문화체육관
1065,활동,1100B07A-09283,경상북도,N,20명,0명,0명,0명,0명,20명,"창의인성보드게임""다보크""",영주청소년문화의집,20200429,20240428,인증,경북 영주시 영주동 광복로 63
1066,활동,5412B08F-09312,경기도,N,0명,7명,7명,0명,0명,14명,야 너두_뷰티아티스트 할 수 있어,고촌청소년문화의집,20200429,20240428,인증,경기도 김포시 고촌읍 은행영사정로23번길 52-15 3층 고촌청소년문화의집
1067,활동,3568F07B-09275,대구광역시,N,0명,60명,0명,0명,0명,60명,"학교단체 청소년리더십성장프로그램 ""리더 인 미""",수성구청소년수련원,20200429,20240428,인증,대구광역시 수성구 진밭길 409 수성구청소년수련원 .
1068,활동,2673A05A-09263,서울특별시,N,30명,0명,0명,0명,0명,30명,마포독립로드(초등학교),구립도화청소년문화의집,20200429,20240428,인증,서울특별시 마포구 도화동 350~359 353-2번지 구립도화청소년문화의집
1069,활동,2669D07F-09245,경기도,N,5명,5명,5명,5명,20명,40명,가화만사성(家和萬事成)-가족캠프활동,(주)축구마을,20200429,20240428,인증,경기 포천시 이동면 노곡리 1145-38
1070,활동,3324B05A-09253,대구광역시,N,20명,0명,0명,0명,0명,20명,예술의 불시착,달성군청소년문화의집,20200429,20240428,인증,대구광역시 달성군 가창면 용계1리 84번지 달성군청소년문화의집
1071,활동,0053A07B-09293,경기도,Y,0명,360명,0명,0명,0명,360명,청소년 미래성장캠프(중학교),평택시무봉산청소년수련원,20200429,20240428,인증,경기 평택시 진위면 동천리 681
1072,활동,1163A07F-09336,전라북도,N,20명,5명,0명,0명,0명,25명,미세먼지 잡는 실내 미니정원 만들기,정읍시청소년문화체육관,20200429,20240428,인증,전북 정읍시 상동 274-9번지 청소년문화체육관
1073,활동,3324B02A-09254,대구광역시,N,20명,0명,0명,0명,0명,20명,청소년문화의집 방구석 생활과학 챌린지,달성군청소년문화의집,20200429,20240428,인증,대구광역시 달성군 가창면 용계1리 84번지 달성군청소년문화의집
1074,활동,2180A07F-09270,충청남도,N,0명,20명,10명,0명,0명,30명,스라밸(School Life Balance),논산시청소년문화센터,20200429,20240428,인증,충청남도 논산시 논산대로 424 (지산동) 논산시청소년문화센터
1075,활동,4399A07C-09323,경상북도,N,0명,0명,10명,0명,0명,10명,힐링 인 가배,영덕군청소년상담복지센터,20200429,20240428,인증,경상북도 영덕군 영덕읍 강변길 324 영덕군청소년상담복지센터
1076,활동,0942A06F-09304,전라북도,N,0명,30명,30명,0명,0명,60명,"청소년 자원봉사 활동 'Y.T.V'(Youth, Together, Volunteer)",군산청소년수련관,20200429,20240428,인증,전북 군산시 송풍동 청소년회관로 75
1077,활동,1066A01B-09314,경기도,N,0명,20명,0명,0명,0명,20명,골든타임을 잡아라,안산청소년문화의집,20200429,20240428,인증,경기 안산시 단원구 선부동 1070-10 차량등록사업소 3층
1078,활동,0786A08B-09329,서울특별시,N,0명,20명,0명,0명,0명,20명,美 디어 활용 - 자기PR카드뉴스 제작!,시립마포청소년센터,20200429,20240428,인증,서울 마포구 성산동 368-1 마포청소년수련관
1079,활동,0137B01A-09284,경기도,N,20명,0명,0명,0명,0명,20명,다함께 다양하게 다채롭게 뉴스포츠,영통청소년문화의집,20200429,20240428,인증,경기도 수원시 영통구 매영로 333 청소년문화의집 961-7번지 영통청소년문화의집
1080,활동,0786A07A-09330,서울특별시,N,15명,0명,0명,0명,0명,15명,방송직업체험 미디어 크리에이터,시립마포청소년센터,20200429,20240428,인증,서울 마포구 성산동 368-1 마포청소년수련관
1081,활동,0786A02A-09331,서울특별시,N,15명,0명,0명,0명,0명,15명,스마일 (스마트폰으로 1분 영화 만들기),시립마포청소년센터,20200429,20240428,인증,서울 마포구 성산동 368-1 마포청소년수련관
1082,활동,0323A02F-09287,서울특별시,N,10명,0명,0명,0명,10명,20명,패밀리 프라모델 팩토리,용산청소년수련관,20200429,20240428,인증,서울특별시 용산구 이촌로71길 24 (이촌동) 용산청소년수련관
1083,활동,4399A07A-09322,경상북도,N,10명,0명,0명,0명,0명,10명,책 필통(Book Filling 通),영덕군청소년상담복지센터,20200429,20240428,인증,경상북도 영덕군 영덕읍 강변길 324 영덕군청소년상담복지센터
1084,활동,0610A01C-09302,부산광역시,N,0명,0명,200명,0명,0명,200명,"R고보면 우리는 친구(고등학교, 1일)",부산관광공사아르피나,20200429,20240428,인증,부산 해운대구 우동 1417 부산유스호스텔 아르피나
1085,활동,0610A01A-09301,부산광역시,N,200명,0명,0명,0명,0명,200명,"안녕! 친구야(초등학교, 1일)",부산관광공사아르피나,20200429,20240428,인증,부산 해운대구 우동 1417 부산유스호스텔 아르피나
1086,활동,1521B10A-09310,경기도,N,30명,0명,0명,0명,0명,30명,청소년 사회참여역량 향상 '어린이의회',안양시동안청소년수련관,20200429,20240428,인증,경기도 안양시 동안구 동안로 155 (비산동) 안양시동안청소년수련관
1087,활동,3708A02F-09338,전라북도,N,7명,7명,6명,0명,0명,20명,the dream of science (과학의 꿈),진안군청소년수련관,20200429,20240428,인증,전라북도 진안군 진안읍 진무로 1054-14 진안군 청소년 수련관 진안군청소년수련관
1088,활동,0715A06F-09259,울산광역시,N,0명,10명,10명,0명,0명,20명,소나무(소중한 나와 너의 무지개빛 나눔과 배려),울주서부청소년수련관,20200429,20240428,인증,울산 울주군 삼남면 교동리 울산역로 345
1089,활동,1676B07B-09251,대구광역시,N,0명,15명,0명,0명,0명,15명,"꿈 찾으러, 출발~!!",(재)대구광역시북구청소년회관,20200429,20240428,인증,대구 북구 산격동 120번지 (재)대구광역시북구청소년회관
1090,활동,1207A01A-09948,경상남도,N,30명,0명,0명,0명,0명,30명,청소년응급처치교육 '골든타임',양산시청소년문화의집,20210428,20240427,인증,경상남도 양산시 모래들길 57-57 (주진동) 4층 양산시청소년문화의집
1091,활동,1109B08B-09276,인천광역시,N,0명,20명,0명,0명,0명,20명,어서와~ 유니맷은 처음이지?!,부평구청소년수련관,20200429,20240427,인증,인천 부평구 삼산동 458-2
1092,활동,1109B09B-09260,인천광역시,N,0명,30명,0명,0명,0명,30명,에코 메이커스,부평구청소년수련관,20200429,20240427,인증,인천 부평구 삼산동 458-2
1093,활동,1093B07B-09941,인천광역시,N,0명,10명,0명,0명,0명,10명,너와 나의 인성UP,동구청소년수련관,20210428,20240427,인증,인천 동구 송림2동 56-1 동구청소년수련관
1094,활동,1697A07F-08658,경상남도,N,10명,0명,0명,0명,5명,15명,가족소통프로젝트 스포츠스태킹 두배로~ 즐기기,거창군청소년수련관,20190918,20240417,인증,경상남도 거창군 거창읍 교촌길 100-30 거창군청소년수련관
1095,개별,1787G01A-MD0266,충청북도,N,100명,0명,0명,0명,0명,100명,펀아처리(Fun Archery) [초등학교],진천군청소년수련원,20190403,20240402,인증,충북 진천군 초평면 화산리 802-4
1096,활동,2543A08F-08368,경기도,N,60명,60명,0명,0명,0명,120명,STS창의과학진로캠프- 출동 STS과학수사대[1일],(주)에스티에스연구소,20190403,20240402,인증,"경기도 수원시 권선구 수성로 8 (구운동) 3층 304호(구운동, 경기중소기업성장지원센터)"
1097,개별,0018G04A-MD0032,전라북도,N,50명,0명,0명,0명,0명,50명,서바이벌 (초등학교),임실군청소년수련원,20180404,20240402,인증,전북 임실군 관촌면 덕천리 481-10번지
1098,활동,3236F07B-08378,경상북도,N,0명,170명,0명,0명,0명,170명,[중학교 1박2일] 하이(High) 리더십 캠프,안동시청소년수련원,20190403,20240402,인증,경상북도 안동시 남후면 아곡길 971 안동시청소년수련원
1099,활동,1172F04C-08436,전라북도,Y,0명,0명,400명,0명,0명,400명,나 너 그리고 우리 (고등학교 1박2일),모악산유스타운 청소년수련원,20190403,20240402,인증,전라북도 김제시 금산면 모악로 460-20 모악산 유스타운
1100,활동,0565F07B-08421,광주광역시,N,0명,390명,0명,0명,0명,390명,"인성수련 "" 할수있어"" (중학교 2박3일)",광주광역시청소년수련원,20190403,20240402,인증,광주광역시 서구 학생독립로 37 (화정동) 광주광역시청소년수련원
1101,활동,2411F07B-08409,경상남도,Y,0명,450명,0명,0명,0명,450명,꿈꾸는 드림 스케치 (중학교2박3일 진로),해운청소년수련원,20190403,20240402,인증,경상남도 양산시 하북면 삼수온천길 27 해운개발(주)
1102,개별,0893G04B-MD0270,경상남도,N,0명,450명,0명,0명,0명,450명,남해금산등반(중학교),남해청소년수련원,20190403,20240402,인증,경남 남해군 삼동면 금송리 119번지 남해청소년수련원
