. ,FLAG_NM,CRTFC_NO_CN,AREA_NM,SAFE_CNSDR_ACT_AT,FULL_AGE9_12_TRGET_NMPR_CN,FULL_AGE13_15_TRGET_NMPR_CN,FULL_AGE16_18_TRGET_NMPR_CN,FULL_AGE19_24_TRGET_NMPR_CN,TRGET_AGE_ETC_NMPR_CN,TOT_TRGET_NMPR_CN,PROGRM_NM,INSTT_NM,VALID_PD_BEGIN_DE,VALID_PD_END_DE,OPER_STATE_NM,ADDR
9257,활동,3668A01B-05047,강원도,N,0명,30명,0명,0명,0명,30명,우리의 과자 한과를 찾아서,명지리 마을회,20150916,20160915,종료,강원도 양양군 현북면 명지리 송이로 579
9258,활동,3110D07C-05082,경상북도,N,0명,0명,250명,0명,0명,250명,청소년 리더십 캠프 (미래의 리더가 되기위한 1박 2일-고등학교),평산아카데미(연수원),20150916,20160915,종료,경상북도 칠곡군 동명면 득명리 147
9259,활동,3493D07A-05056,전라북도,N,220명,0명,0명,0명,0명,220명,부안청소년수련원 1박2일 체험캠프 - 모현초등학교,부안청소년수련원,20150916,20160915,종료,전라북도 부안군 변산면 마포리 87-26(참뽕로 434-26)
9260,활동,1163A09A-01686,전라북도,N,40명,0명,0명,0명,0명,40명,내장산과 함께하는 즐거운 여행,정읍시청소년문화체육관,20120913,20160912,종료,전북 정읍시 상동 274-9번지 청소년문화체육관
9261,활동,3761A09F-01684,서울특별시,N,0명,10명,5명,0명,0명,15명,"그린리더, 도심 속 에코프로슈머",서울시립노원청소년센터,20120913,20160912,종료,서울특별시 노원구 덕릉로70길 99 (상계동) 서울시립노원청소년수련관
9262,활동,1079A09C-01683,서울특별시,N,0명,0명,20명,0명,0명,20명,국립공원 주니어 레인저,국립공원관리공단 북한산 생태탐방연수원,20120913,20160912,종료,서울 도봉구 도봉동 405번지 국립공원관리공단생태탐방연수원
9263,활동,0018A02B-01685,전라북도,N,0명,20명,0명,0명,0명,20명,청소년!!하늘에서 꿈을 찾다! -항공테마과학,임실군청소년수련원,20120913,20160912,종료,전북 임실군 관촌면 덕천리 481-10번지
9264,활동,0373A06F-01687,서울특별시,N,10명,10명,0명,0명,0명,20명,배워서 남주자 문래 나눔프로젝트,서울시립문래청소년센터,20120913,20160912,종료,서울특별시 영등포구 문래로 110 (문래동3가 73번지)
9265,활동,0373A07C-01688,서울특별시,N,0명,0명,30명,0명,0명,30명,두근두근 진짜 꿈 찾기!!,서울시립문래청소년센터,20120913,20160912,종료,서울특별시 영등포구 문래로 110 (문래동3가 73번지)
9266,활동,1118D09F-01682,강원도,N,20명,15명,10명,0명,0명,45명,`해우리 여름해양캠프`,속초해양경찰서,20120913,20160912,종료,강원 속초시 동명동 해양오염방제과
9267,활동,0905D08B-01689,서울특별시,N,0명,20명,0명,0명,0명,20명,미술관속 사람들,서울올림픽파크텔,20120913,20160912,종료,서울 송파구 방이동 88-8
9268,활동,1129A07A-03701,경상남도,N,15명,0명,0명,0명,0명,15명,나를 찾아 떠나는 여행,늘푸른전당,20140911,20160910,종료,경남 창원시 삼동동 293번지 늘푸른전당
9269,활동,1129A08B-03700,경상남도,N,0명,15명,0명,0명,0명,15명,내 꿈은 내가 만든다 Ⅰ,늘푸른전당,20140911,20160910,종료,경남 창원시 삼동동 293번지 늘푸른전당
9270,활동,0767D07B-01202,인천광역시,N,0명,230명,0명,0명,0명,230명,`ㄲ`을 사는 리더,바다의별청소년수련원,20100908,20160907,종료,인천광역시 강화군 내가면 고비고개로741번길 107 바다의별청소년수련원
9271,활동,0755D01C-01210,충청북도,N,0명,0명,25명,0명,0명,25명,물렀거라~생리통,충청북도청소년종합진흥원 청소년성문화센터,20100908,20160907,종료,충청북도 청주시 상당구 목련로 27 (지북동) 충청북도청소년종합진흥원 청소년성문화센터 1층
9272,활동,0509A08B-01180,경기도,N,0명,0명,20명,0명,0명,20명,직업체험-미래의 나를 만들자 `드림팩토리`,장안청소년문화의집,20100908,20160907,종료,경기도 수원시 장안구 수성로275번길 114 (정자동) 장안청소년문화의집
9273,활동,0943A07F-01199,서울특별시,N,0명,0명,16명,0명,0명,16명,겨울방학 행복교실,서울청소년센터,20100908,20160907,종료,서울 중구 수표동 27-2
9274,활동,0220A06B-00169,경상남도,N,0명,10명,10명,0명,0명,20명,"배우는 기쁨, 나누는 즐거움",거제시청소년수련관,20070907,20160906,종료,경상남도 거제시 계룡로 175 (고현동) 거제시청소년수련관
9275,활동,0014A02A-00582,서울특별시,N,10명,0명,0명,0명,0명,10명,[청소년 생명과학 도전기] 내 꿈이 꿈틀~꿈틀~,서울중구청소년센터,20080903,20160902,종료,서울 중구 신당3동 844-5 서울중구청소년수련관
9276,활동,1201A07A-00572,서울특별시,N,15명,0명,0명,0명,0명,15명,독서 나라,구립서초유스센터,20080903,20160902,종료,서울특별시 서초구 반포대로 57 (서초동) 구립서초유스센터
9277,활동,1201A07A-00573,서울특별시,N,30명,0명,0명,0명,0명,30명,나도 솔로몬,구립서초유스센터,20080903,20160902,종료,서울특별시 서초구 반포대로 57 (서초동) 구립서초유스센터
9278,활동,1859D07B-05030,경기도,N,0명,180명,0명,0명,0명,180명,섬에서 만나는 엉뚱한 CAMP(중학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9279,활동,1859D07A-05029,경기도,N,180명,0명,0명,0명,0명,180명,섬에서 만나는 엉뚱한 CAMP(초등학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9280,활동,1859A07C-05036,경기도,N,0명,0명,180명,0명,0명,180명,상상더하기 예술충전소(고등학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9281,활동,1859A07B-05031,경기도,N,0명,180명,0명,0명,0명,180명,상상더하기 예술충전소(중학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9282,활동,0013D07B-04700,강원도,N,0명,500명,0명,0명,0명,500명,해피 700! 해피 1415!,국립평창청소년수련원,20150826,20160825,종료,강원 평창군 용평면 새터마을길 108 국립평창청소년수련원
9283,활동,1859A07A-05034,경기도,N,180명,0명,0명,0명,0명,180명,상상더하기 예술충전소(초등학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9284,활동,1859D07B-05035,경기도,N,0명,180명,0명,0명,0명,180명,꿈꾸는 큰 언덕 아뜰리에(중학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9285,활동,1723D07B-04778,경상남도,N,0명,350명,0명,0명,0명,350명,"거제도 자연에서 배우는 협력체험활동“행복한 나, 우리 만들기, 더불어 꿈을 이루자”",거제썬트리팜,20150826,20160825,종료,경상남도 거제시 남부면 거제대로 283 거제썬트리팜
9286,활동,1859D07A-05028,경기도,N,180명,0명,0명,0명,0명,180명,꿈꾸는 큰 언덕 아뜰리에(초등학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9287,활동,1859D07C-05033,경기도,N,0명,0명,180명,0명,0명,180명,섬에서 만나는 엉뚱한 CAMP(고등학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9288,활동,3713A08A-05008,충청남도,N,20명,0명,0명,0명,0명,20명,신기한 버섯 이야기,농업법인(주) 자야,20150826,20160825,종료,충청남도 천안시 동남구 신방동 216-6
9289,활동,1859D07C-05032,경기도,N,0명,0명,180명,0명,0명,180명,꿈꾸는 큰 언덕 아뜰리에(고등학생),경기창작센터,20150826,20160825,종료,경기 안산시 단원구 선감동 400-3 경기창작센터
9290,활동,1079A09F-01680,서울특별시,N,0명,0명,30명,0명,0명,30명,국립공원 청소년 자연캠프(당일형),국립공원관리공단 북한산 생태탐방연수원,20120817,20160816,종료,서울 도봉구 도봉동 405번지 국립공원관리공단생태탐방연수원
9291,활동,1164A02C-01681,전라남도,N,0명,0명,15명,0명,0명,15명,미디어로 변화하는 세상,무안군청소년수련관,20120817,20160816,종료,전남 무안군 현경면 양학리 13-8 무안군청소년수련관
9292,활동,0929A09F-01675,인천광역시,N,0명,6명,9명,0명,0명,15명,지구를 지키는 첫걸음! Y.E.S,가정청소년문화의집,20120808,20160807,종료,인천광역시 서구 서달로 190(가정동) 가정청소년문화의집
9293,활동,1035A07F-01666,강원도,N,5명,5명,0명,0명,0명,10명,청소년 뮤지컬 -뮤지컬 스타 탄생-,강릉시청소년문화의집,20120808,20160807,종료,강원 강릉시 연곡면 연주로224
9294,활동,0410A09A-01668,부산광역시,N,20명,0명,0명,0명,0명,20명,녹색체험활동`윤산에코탐험대`,부산광역시 금정청소년수련관,20120808,20160807,종료,부산 금정구 부곡3동 200-62번지 금정청소년수련관
9295,활동,0786A08B-01671,서울특별시,N,0명,20명,0명,0명,0명,20명,시크릿한 직업데이트(職UP-DATE),시립마포청소년센터,20120808,20160807,종료,서울 마포구 성산동 368-1 마포청소년수련관
9296,활동,0089A07B-01678,서울특별시,N,0명,12명,0명,0명,0명,12명,내 맘속 여섯가지 이야기,시립보라매청소년센터,20120808,20160807,종료,서울 동작구 신대방동 395
9297,활동,0929A08F-01674,인천광역시,N,0명,6명,9명,0명,0명,15명,"나를 찾아 떠나는 여행 ""M.V.P""",가정청소년문화의집,20120808,20160807,종료,인천광역시 서구 서달로 190(가정동) 가정청소년문화의집
9298,활동,0238E01B-01676,인천광역시,N,0명,30명,0명,0명,0명,30명,청소년 자전거원정대,인천광역시청소년수련관,20120808,20160807,종료,인천광역시 남동구 장수로 42 (장수동) 인천광역시청소년수련관
9299,활동,1035A05F-01665,강원도,N,8명,6명,0명,0명,0명,14명,K-POP완전정복-꾀꼬리가수만들기-,강릉시청소년문화의집,20120808,20160807,종료,강원 강릉시 연곡면 연주로224
9300,활동,1075A01F-01667,경기도,N,11명,14명,5명,0명,0명,30명,청소년스트레스 완전정복 “파안대소”,성사청소년문화의집,20120808,20160807,종료,경기 고양시 덕양구 성사동 777번지
9301,활동,0089A05C-01679,서울특별시,N,0명,0명,15명,0명,0명,15명,청공(청소년공공미술특공대),시립보라매청소년센터,20120808,20160807,종료,서울 동작구 신대방동 395
9302,활동,0650A08F-01677,인천광역시,N,0명,8명,7명,0명,0명,15명,청소년직업체험`미(Me)로(路)찾기`,연희청소년센터,20120808,20160807,종료,인천광역시 서구 승학로 264 (심곡동) 연희청소년센터
9303,활동,0786A07A-01673,서울특별시,N,15명,0명,0명,0명,0명,15명,책으로 여는 아름다운 인성여행,시립마포청소년센터,20120808,20160807,종료,서울 마포구 성산동 368-1 마포청소년수련관
9304,활동,1040A06F-01669,서울특별시,N,0명,8명,8명,0명,0명,16명,커피향으로 만드는 세상의 꿈,관악청소년회관,20120808,20160807,종료,서울 관악구 신림9동 1522
9305,활동,0786A01A-01672,서울특별시,N,20명,0명,0명,0명,0명,20명,주말청소년음악줄넘기클럽`쥬피터M`,시립마포청소년센터,20120808,20160807,종료,서울 마포구 성산동 368-1 마포청소년수련관
9306,활동,0597D04A-00934,경기도,N,100명,0명,0명,0명,0명,100명,Youth In Nature (자연과 청소년),(주)미리내,20090807,20160806,종료,경기 양평군 지평면 월산저수지길21
9307,활동,2382E04F-04844,경기도,Y,0명,10명,20명,0명,0명,30명,산울림 탐험활동I(2차-정식탐험),부천시산울림청소년수련관,20150805,20160804,종료,경기도 부천시 역곡로 149-65 (춘의동) 산울림청소년수련관
9308,활동,3369A07A-04954,경기도,N,120명,0명,0명,0명,0명,120명,자연과 함께하는 문화체험!,국제 광림비전랜드 청소년수련원,20150805,20160804,종료,경기도 남양주시 화도읍 구암리 296-1 국제광림비전랜드 청소년 수련원
9309,활동,3651A04A-04963,경상북도,Y,40명,0명,0명,0명,0명,40명,백두대간을 날아가다,짚라인문경,20150805,20160804,종료,경상북도 문경시 불정동 산64
9310,활동,0607A08B-04966,경기도,N,0명,30명,0명,0명,0명,30명,중학생진로 '다드림(多-Dream)',안양시만안청소년수련관,20150805,20160804,종료,경기도 안양시 만안구 냉천로31번길 33 (안양동) 안양시청소년수련관
9311,활동,3301D07B-04945,서울특별시,N,0명,30명,0명,0명,0명,30명,K2 스쿨핑 - 망원Talk,망원청소년문화센터,20150805,20160804,종료,서울특별시 마포구 망원동 451-1
9312,활동,2382E04F-04843,경기도,Y,0명,15명,30명,0명,0명,45명,산울림 탐험활동I(1차-기본+예비),부천시산울림청소년수련관,20150805,20160804,종료,경기도 부천시 역곡로 149-65 (춘의동) 산울림청소년수련관
9313,활동,3680A04A-04853,강원도,Y,40명,0명,0명,0명,0명,40명,쾌속활강! 한반도 섬 습지탐험,짚라인양구,20150805,20160804,종료,강원도 양구군 양구읍 동수리 331-7 짚라인양구
9314,활동,0965A04A-04923,부산광역시,Y,30명,0명,0명,0명,0명,30명,우리가 만드는 SAFEZONE - 수상체험활동,함지골청소년수련관,20150805,20160804,종료,부산 영도구 동삼1동 산149-4
9315,활동,1536D09B-04935,전라남도,N,0명,450명,0명,0명,0명,450명,난대림愛 반창꼬,전라남도청소년수련원,20150805,20160804,종료,전라남도 완도군 군외면 삼두1길 215 전라남도청소년수련원
9316,활동,3183A08F-01171,경기도,N,16명,14명,0명,0명,0명,30명,꿈체험 `내일은 파티쉐`,양지동청소년문화의집,20100730,20160729,종료,경기도 성남시 수정구 양지동 744~875 양지동주민센터 6층 양지동청소년문화의집
9317,활동,0001D03F-01167,서울특별시,N,0명,0명,36명,0명,0명,36명,한일유스포럼-포럼을 통한 청소년의 평화선언,한국스카우트연맹,20100730,20160729,종료,서울 영등포구 여의도동 18-3 한국스카우트연맹 10층
9318,활동,0272D01B-01663,경상남도,N,0명,60명,0명,0명,0명,60명,구하라!생명!,경상남도청소년수련원,20120718,20160717,종료,경남 고성군 하이면 자란만로 646 경남 청소년수련원
9319,활동,0272D04A-01664,경상남도,N,130명,0명,0명,0명,0명,130명,높이 뛰go 힘껏 달리go 마음껏 소리치go,경상남도청소년수련원,20120718,20160717,종료,경남 고성군 하이면 자란만로 646 경남 청소년수련원
9320,활동,3183A05F-01129,경기도,N,66명,0명,0명,0명,0명,66명,우리고장 한발자국 더,양지동청소년문화의집,20100716,20160715,종료,경기도 성남시 수정구 양지동 744~875 양지동주민센터 6층 양지동청소년문화의집
9321,활동,0943A07F-01166,서울특별시,N,0명,4명,12명,0명,0명,16명,여름방학 행복교실,서울청소년센터,20100716,20160715,종료,서울 중구 수표동 27-2
9322,활동,0089A07F-01144,서울특별시,N,20명,0명,0명,0명,0명,20명,출동! 인터넷 특공대,시립보라매청소년센터,20100716,20160715,종료,서울 동작구 신대방동 395
9323,활동,0260A09F-01152,전라남도,N,0명,10명,10명,0명,0명,20명,미션체험을 통한 순천만 Eco-Map 만들기,순천청소년수련관,20100716,20160715,종료,전라남도 순천시 금곡길 20 (행동) 순천청소년수련관
9324,활동,0509A05A-01163,경기도,N,20명,0명,0명,0명,0명,20명,미리내와 함께 하는 특별한 매직 체험 `수리 수리 마술아~`,장안청소년문화의집,20100716,20160715,종료,경기도 수원시 장안구 수성로275번길 114 (정자동) 장안청소년문화의집
9325,활동,3682A04A-04840,충청북도,Y,40명,0명,0명,0명,0명,40명,날아가자 행복 숲으로,짚라인충주,20150715,20160714,종료,충청북도 충주시 노은면 우성1길 191번지 문성자연휴양림 내 짚라인 충주
9326,활동,3608D08C-04812,경상북도,N,0명,0명,300명,0명,0명,300명,나의 꿈 나의 인생-고등학생,(주)오케이그린청소년수련원,20150715,20160714,종료,경상북도 경주시 산내면 내일2리 164-2
9327,활동,0013D04F-04713,강원도,Y,50명,40명,30명,20명,460명,600명,평창아웃도어페스티벌,국립평창청소년수련원,20150715,20160714,종료,강원 평창군 용평면 새터마을길 108 국립평창청소년수련원
9328,활동,1545A08B-04719,경기도,N,0명,30명,0명,0명,0명,30명,내 삶의 꿈을 찾다,포천시청소년교육문화센터/포천시청,20150715,20160714,종료,경기 포천시 소흘읍 이동교리 193-1 포천시청소년교육문화센터 2층 사무실
9329,활동,0013D04E-04712,강원도,Y,0명,0명,0명,0명,100명,100명,가족어드벤처캠프,국립평창청소년수련원,20150715,20160714,종료,강원 평창군 용평면 새터마을길 108 국립평창청소년수련원
9330,활동,1636D07A-04726,경상북도,N,50명,0명,0명,0명,0명,50명,고래의 꿈-초등학생,국립청소년해양센터,20150715,20160714,종료,경북 영덕군 영덕읍 창포리 국립청소년해양센터
9331,활동,3681A04A-04819,강원도,Y,40명,0명,0명,0명,0명,40명,숲 속의 비행,짚라인양양,20150715,20160714,종료,강원도 양양군 양양읍 송이밸리자연휴양림 짚라인양양
9332,활동,2778A07C-04817,경상남도,N,0명,0명,14명,0명,0명,14명,타로를 통한 청소년 또래상담 프로젝트“또타의 톡톡톡!”,창원시진해청소년전당,20150715,20160714,종료,경남 창원시 진해구 중평동 4-1번지
9333,활동,3369D07A-04807,경기도,N,60명,0명,0명,0명,0명,60명,자연과 놀며 리더쉽업!!!!,국제 광림비전랜드 청소년수련원,20150715,20160714,종료,경기도 남양주시 화도읍 구암리 296-1 국제광림비전랜드 청소년 수련원
9334,활동,0597D04B-01389,경기도,N,0명,30명,0명,0명,0명,30명,Be the leader-Ⅱ(리더십의 재발견),(주)미리내,20110714,20160713,종료,경기 양평군 지평면 월산저수지길21
9335,활동,1060A05F-01657,전라남도,N,10명,10명,5명,0명,0명,25명,왁자지껄 한지공방,여수시미평청소년문화의집,20120710,20160709,종료,전남 여수시 미평동 593-3
9336,활동,0763D07F-01660,충청북도,N,0명,20명,20명,0명,0명,40명,청남대프레지던트리더십캠프,(재)한국청소년체험문화재단 충북지회,20120710,20160709,종료,충북 청주시 흥덕구 분평동 1369번지 그린빌딩 402호
9337,활동,1113A08C-01658,충청남도,N,0명,5명,5명,0명,0명,10명,나도 바리스타,아산시청소년교육문화센터,20120710,20160709,종료,충남 아산시 권곡동 448-1
9338,활동,1113A07F-01659,충청남도,N,15명,0명,0명,0명,0명,15명,어린이 창의 디자인 프로그램,아산시청소년교육문화센터,20120710,20160709,종료,충남 아산시 권곡동 448-1
9339,활동,0092D07F-01655,경기도,N,0명,31명,16명,0명,0명,47명,톡! 톡! 365,서울시립근로청소년복지관,20120710,20160709,종료,경기 광명시 하안동 740번지 서울시립근로청소년복지관
9340,활동,0022A07A-01654,경기도,N,20명,0명,0명,0명,0명,20명,행복날개 성품지도향상,분당서현청소년수련관,20120710,20160709,종료,경기 성남시 분당구 서현동 312-5 서현청소년수련관
9341,활동,3439D07B-01661,충청북도,N,0명,30명,0명,0명,0명,30명,Jump Up 자기성장,제천시청소년수련원,20120710,20160709,종료,충청북도 제천시 송학면 의림대로 730
9342,활동,1060A07F-01656,전라남도,N,0명,12명,8명,0명,0명,20명,리더십 아카데미 `자신감 Up & Up`,여수시미평청소년문화의집,20120710,20160709,종료,전남 여수시 미평동 593-3
9343,활동,0103A05A-00505,대전광역시,N,12명,0명,0명,0명,0명,12명,즐거운 한가위 되세요!,도솔청소년문화의집,20080703,20160702,종료,대전 서구 도마동 426번지 도솔청소년문화의집
9344,활동,3612D07B-04689,서울특별시,N,0명,500명,0명,0명,0명,500명,세로토닌 드럼클럽 청소년 여름캠프,사단법인 세로토닌문화,20150624,20160623,종료,서울특별시 은평구 연서로48길 50-16 (진관동) 1층
9345,활동,2778A05C-04655,경상남도,N,0명,0명,20명,0명,0명,20명,벚꽃 길에서 만나다(고등학교),창원시진해청소년전당,20150624,20160623,종료,경남 창원시 진해구 중평동 4-1번지
9346,활동,3679A04A-04701,경기도,Y,40명,0명,0명,0명,0명,40명,날아서 숲 속으로,짚라인용인,20150624,20160623,종료,경기도 용인시 처인구 모현면 초부리 220 용인자연휴양림 內 짚라인용인
9347,활동,2778A06C-04681,경상남도,N,0명,0명,15명,0명,0명,15명,꼼지락 교실,창원시진해청소년전당,20150624,20160623,종료,경남 창원시 진해구 중평동 4-1번지
9348,활동,2778A06C-04673,경상남도,N,0명,0명,50명,0명,0명,50명,청소년 벽화봉사 프로젝트 행복울타리,창원시진해청소년전당,20150624,20160623,종료,경남 창원시 진해구 중평동 4-1번지
9349,활동,0700A07F-04652,경기도,N,10명,10명,0명,0명,0명,20명,언어순화프로그램-너나들이,덕풍청소년문화의집,20150624,20160623,종료,경기 하남시 덕풍2동 덕풍공원로12(693번지) 덕풍2동주민센터 3층
9350,활동,0390D04F-04683,경상남도,Y,0명,10명,10명,0명,0명,20명,국제청소년성취포상제 동장 탐험 캠프 (탐험의 법칙),(재)김해시복지재단 김해시청소년수련관,20150624,20160623,종료,경상남도 김해시 진영읍 김해대로 257 김해시청소년수련관
9351,활동,0905D05F-01638,서울특별시,N,0명,10명,0명,0명,30명,40명,청소년·가족 간의 소통을 위한 문화 캠프 ‘패밀리가 떳다’,서울올림픽파크텔,20120613,20160612,종료,서울 송파구 방이동 88-8
9352,활동,1040A06F-01631,서울특별시,N,0명,8명,8명,0명,0명,16명,도자기 빛 무지개,관악청소년회관,20120613,20160612,종료,서울 관악구 신림9동 1522
9353,활동,0650A07F-01649,인천광역시,N,10명,10명,0명,0명,0명,20명,유별난 레디고!,연희청소년센터,20120613,20160612,종료,인천광역시 서구 승학로 264 (심곡동) 연희청소년센터
9354,활동,1040A06F-01632,서울특별시,N,0명,8명,8명,0명,0명,16명,함께 아우르는 아름다운 우리,관악청소년회관,20120613,20160612,종료,서울 관악구 신림9동 1522
9355,활동,0022A06F-01620,경기도,N,0명,10명,10명,0명,0명,20명,우리 동네 가(家)꾸기,분당서현청소년수련관,20120613,20160612,종료,경기 성남시 분당구 서현동 312-5 서현청소년수련관
9356,활동,0653A08B-01644,인천광역시,N,0명,10명,0명,0명,0명,10명,1318청지사멘토스쿨,검단청소년센터,20120613,20160612,종료,인천광역시 서구 완정로188번길 3 (마전동) 검단청소년센터
9357,활동,0089A07B-01637,서울특별시,N,0명,12명,0명,0명,0명,12명,인터넷 수호천사,시립보라매청소년센터,20120613,20160612,종료,서울 동작구 신대방동 395
9358,활동,0650A08A-01647,인천광역시,N,15명,0명,0명,0명,0명,15명,신나는 진로여행 「라이프 맵」,연희청소년센터,20120613,20160612,종료,인천광역시 서구 승학로 264 (심곡동) 연희청소년센터
9359,활동,0022A08B-01621,경기도,N,0명,20명,0명,0명,0명,20명,청소년진로찾기프로그램 `드림하이`,분당서현청소년수련관,20120613,20160612,종료,경기 성남시 분당구 서현동 312-5 서현청소년수련관
9360,활동,0807A07A-01625,경기도,N,30명,0명,0명,0명,0명,30명,〔오감 통통! 체험활동〕잉글리시 푸드랜드,은행동청소년문화의집,20120613,20160612,취소,경기도 성남시 중원구 산성대로516번길 24 (은행동) 은행동청소년문화의집
9361,활동,0970A05F-01630,서울특별시,N,0명,20명,30명,0명,0명,50명,청소년 동아리연합 `Youniverth`,강서청소년회관,20120613,20160612,종료,서울 강서구 우장산동 산 4-5 강서청소년회관
9362,활동,1077A02B-01626,경상북도,N,0명,0명,20명,0명,0명,20명,정기형 4회차 인증 `별을 쏘다`,예천천문우주센터,20120613,20160612,종료,경북 예천군 감천면 덕율리 91
9363,활동,2590A08A-01639,울산광역시,N,16명,0명,0명,0명,0명,16명,청소년! 경제의 날개를 달다.,울산광역시 남구 문수청소년문화의집,20120613,20160612,종료,울산광역시 남구 북부순환도로 45 (무거동) 3층 301호
9364,활동,0940A07F-01619,경기도,N,0명,14명,6명,0명,0명,20명,놀면서 배우는 경제 원리 `경제야 놀자`,교하청소년문화의집,20120613,20160612,종료,경기도 파주시 책향기로 396 (동패동) 교하청소년문화의집
9365,활동,0715A07C-01641,울산광역시,N,0명,0명,12명,0명,0명,12명,mbti를 활용한 리더십,울주서부청소년수련관,20120613,20160612,종료,울산 울주군 삼남면 교동리 울산역로 345
9366,활동,0715A07B-01642,울산광역시,N,0명,12명,0명,0명,0명,12명,mmtic를 활용한 리더십,울주서부청소년수련관,20120613,20160612,종료,울산 울주군 삼남면 교동리 울산역로 345
9367,활동,0715A08C-01640,울산광역시,N,0명,0명,12명,0명,0명,12명,진로 선택 활동`내꿈을 펼쳐라`,울주서부청소년수련관,20120613,20160612,종료,울산 울주군 삼남면 교동리 울산역로 345
9368,활동,0763A07F-01652,충청북도,N,0명,10명,6명,0명,0명,16명,자기 역량강화 프로그램`나도야 간다`,(재)한국청소년체험문화재단 충북지회,20120613,20160612,종료,충북 청주시 흥덕구 분평동 1369번지 그린빌딩 402호
9369,활동,0286A06F-01624,경기도,N,0명,8명,8명,4명,0명,20명,"청소년알바, 현장속으로~!",용인시청소년수련관,20120613,20160612,종료,경기 용인시 처인구 삼가동 556번지 용인시청소년수련관
9370,활동,0286A05F-01623,경기도,N,10명,10명,10명,10명,20명,60명,`힐링 Family`,용인시청소년수련관,20120613,20160612,종료,경기 용인시 처인구 삼가동 556번지 용인시청소년수련관
9371,활동,0650A05F-01646,인천광역시,N,0명,14명,16명,0명,0명,30명,대한민국 사수작전!,연희청소년센터,20120613,20160612,종료,인천광역시 서구 승학로 264 (심곡동) 연희청소년센터
9372,활동,1099A06F-01627,대구광역시,N,0명,4명,6명,0명,0명,10명,아낌없이 주는 나무 - Silver Tree,대구광역시 서구 청소년수련관,20120613,20160612,종료,대구 서구 이현동 48-8번지 대구서구청소년수련관
9373,활동,0092A06F-01622,경기도,N,0명,6명,4명,5명,0명,15명,장애우와 함께하는 사랑나눔 봉사활동,서울시립근로청소년복지관,20120613,20160612,종료,경기 광명시 하안동 740번지 서울시립근로청소년복지관
9374,활동,1112A08C-01636,서울특별시,N,0명,0명,50명,0명,0명,50명,"청소년 경제봉사활동 `사랑, 해 경제체험스쿨`",비씨카드(주),20120613,20160612,종료,서울 서초구 서초동 1587번지 비씨카드
9375,활동,0680D06F-01653,충청북도,N,0명,0명,25명,5명,0명,30명,사랑체험캠프(Love in Action),꽃동네사랑의연수원,20120613,20160612,종료,충북 음성군 맹동면 음성꽃동네 사랑의연수원 교육관
9376,활동,1113A08B-01651,충청남도,N,0명,20명,0명,0명,0명,20명,비전을 향한 날개짓(Flying to Vision),아산시청소년교육문화센터,20120613,20160612,종료,충남 아산시 권곡동 448-1
9377,활동,0650A01F-01648,인천광역시,N,0명,10명,10명,0명,0명,20명,아침밥을 먹자! 청소년!,연희청소년센터,20120613,20160612,종료,인천광역시 서구 승학로 264 (심곡동) 연희청소년센터
9378,활동,0653A06F-01645,인천광역시,N,0명,6명,9명,0명,0명,15명,다같이행복한Project,검단청소년센터,20120613,20160612,종료,인천광역시 서구 완정로188번길 3 (마전동) 검단청소년센터
9379,활동,3916A08C-01633,서울특별시,N,0명,0명,30명,0명,0명,30명,아르바이트 청소년 인권 향상 프로그램 `힘내라알바`,서울시립구로청소년센터,20120613,20160612,종료,서울특별시 구로구 구로동 구로동로 141 서울시립구로청소년수련관
9380,활동,1099A07F-01628,대구광역시,N,0명,4명,6명,0명,10명,20명,우리가족 바로알기 Season1 - 우리아이의 사생활,대구광역시 서구 청소년수련관,20120613,20160612,종료,대구 서구 이현동 48-8번지 대구서구청소년수련관
9381,활동,0210A08B-04607,경기도,N,0명,20명,0명,0명,0명,20명,안양프로페셔널,석수청소년문화의집,20150603,20160602,종료,경기 안양시 만안구 석수1동 806번지
9382,활동,0011D04B-04637,충청남도,N,0명,25명,0명,0명,0명,25명,아웃도어스쿨,국립중앙청소년수련원,20150603,20160602,종료,충남 천안시 목천읍 교촌리 246-1
9383,활동,3635A01A-04618,대구광역시,N,12명,0명,0명,0명,0명,12명,이월드 스트레스 클리닉,이월드,20150603,20160602,종료,대구광역시 달서구 두류동 두류공원로 200
9384,활동,3619D03F-04632,서울특별시,N,0명,70명,70명,30명,0명,170명,이주배경청소년 통합캠프,이주배경청소년지원재단,20150603,20160602,종료,서울특별시 종로구 통의동 자하문로 24 20 이음빌딩 2층
